TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Estándar,96.01,Tarjeta,1,No,Negocios,España,4,5,2,1,1,1,2,3
Premium,93.71,Tarjeta,7,No,Otro,México,1,3,5,2,2,1,3,2
Familiar,92.09,Efectivo,5,Sí,Vacaciones,España,2,4,4,5,3,4,5,4
Premium,93.86,Tarjeta,6,No,Otro,España,5,4,3,5,5,5,5,5
Premium,104.54,Efectivo,8,No,Vacaciones,México,1,1,5,5,4,4,1,4
Premium,94.58,Efectivo,4,No,Evento,Colombia,1,5,2,2,1,3,3,2
Estándar,128.33,Efectivo,6,No,Vacaciones,EEUU,5,4,1,3,3,3,4,4
Familiar,134.41,Transferencia,3,No,Negocios,Brasil,4,3,4,4,4,2,4,3
Suite,83.57,Online,7,No,Negocios,Colombia,4,3,5,1,1,1,3,2
Estándar,170.84,Efectivo,2,No,Otro,España,5,2,5,2,3,2,5,3
Estándar,80.8,Tarjeta,8,Sí,Evento,Colombia,2,4,3,5,3,5,2,3
Estándar,55.29,Tarjeta,7,Sí,Evento,EEUU,1,4,4,4,5,2,3,4
Suite,135.23,Efectivo,8,No,Otro,Argentina,3,3,1,5,5,3,1,4
Familiar,87.3,Efectivo,2,No,Negocios,Colombia,4,2,5,2,3,3,4,3
Familiar,132.85,Tarjeta,3,No,Negocios,EEUU,4,4,3,5,1,4,1,3
Familiar,40.0,Efectivo,4,No,Otro,Colombia,4,3,4,2,4,2,2,4
Premium,175.7,Online,9,Sí,Evento,Alemania,2,2,4,5,4,1,4,3
Premium,146.89,Online,5,Sí,Otro,España,5,2,1,2,3,5,4,3
Premium,59.98,Transferencia,6,No,Otro,EEUU,2,3,3,5,4,5,4,4
Suite,60.85,Efectivo,1,No,Vacaciones,Brasil,4,2,1,4,5,1,1,2
Premium,186.89,Transferencia,4,No,Otro,España,1,2,5,4,4,5,5,3
Suite,90.5,Transferencia,4,No,Negocios,Alemania,4,1,2,5,2,1,1,2
Familiar,86.63,Transferencia,8,No,Otro,Argentina,1,2,2,5,5,1,5,3
Premium,40.0,Efectivo,8,Sí,Evento,Colombia,1,4,1,2,5,4,3,2
Premium,105.97,Transferencia,6,No,Evento,España,4,2,1,2,3,2,4,2
Estándar,110.89,Online,8,No,Negocios,Colombia,4,4,2,2,3,3,1,3
Suite,148.62,Transferencia,9,No,Evento,Colombia,1,3,5,3,4,3,2,3
Familiar,64.04,Online,5,Sí,Otro,España,2,2,1,5,4,2,2,3
Estándar,59.19,Online,1,No,Negocios,EEUU,2,3,5,5,3,5,5,4
Estándar,138.04,Efectivo,1,No,Evento,EEUU,2,5,5,5,1,1,5,3
Familiar,160.27,Transferencia,2,Sí,Otro,España,3,2,3,5,4,3,4,3
Estándar,57.15,Efectivo,2,No,Evento,EEUU,1,3,5,2,1,4,5,3
Suite,163.26,Online,5,No,Vacaciones,México,3,5,4,2,5,5,2,5
Suite,121.5,Tarjeta,7,Sí,Evento,Colombia,3,4,2,3,2,4,1,2
Premium,163.67,Transferencia,7,No,Negocios,España,1,4,2,2,1,3,1,2
Estándar,117.19,Efectivo,4,No,Otro,Brasil,3,4,1,5,4,2,5,3
Premium,40.0,Tarjeta,4,No,Otro,Alemania,1,4,1,5,3,2,5,4
Estándar,113.92,Transferencia,3,No,Negocios,Argentina,5,4,3,1,3,4,2,4
Suite,162.41,Transferencia,2,No,Vacaciones,España,5,1,3,2,2,5,3,2
Suite,84.25,Efectivo,3,Sí,Otro,España,1,3,4,1,2,3,1,2
Suite,104.48,Tarjeta,8,Sí,Negocios,Colombia,1,5,1,5,5,1,5,4
Estándar,112.95,Efectivo,1,Sí,Evento,Alemania,1,5,2,2,1,2,4,2
Suite,40.0,Transferencia,4,No,Vacaciones,Colombia,2,2,4,5,2,4,5,3
Estándar,186.85,Transferencia,7,No,Negocios,Brasil,1,3,1,1,5,3,5,2
Premium,83.94,Online,5,Sí,Evento,Argentina,4,1,4,1,5,5,1,3
Estándar,140.23,Transferencia,2,No,Otro,EEUU,5,1,5,4,5,1,5,4
Premium,116.53,Transferencia,1,No,Otro,España,5,3,5,4,4,1,4,4
Estándar,170.3,Tarjeta,6,Sí,Vacaciones,Colombia,1,4,4,2,2,2,4,3
Premium,136.24,Tarjeta,5,No,Evento,Argentina,5,4,1,2,3,1,4,2
Suite,110.6,Online,3,No,Negocios,Brasil,1,3,5,2,5,3,2,3
Premium,84.26,Online,9,No,Otro,Brasil,1,5,5,2,3,2,4,3
Suite,151.91,Online,3,Sí,Negocios,Argentina,5,4,4,2,4,2,1,3
Suite,45.06,Efectivo,2,No,Negocios,México,5,2,5,2,1,2,3,3
Premium,145.84,Efectivo,5,No,Negocios,España,4,1,2,2,4,3,5,5
Estándar,76.04,Online,9,No,Vacaciones,Brasil,3,4,5,1,4,4,5,5
Estándar,170.09,Efectivo,8,No,Negocios,Argentina,4,5,4,1,2,1,5,3
Familiar,126.45,Transferencia,6,No,Vacaciones,EEUU,4,4,5,1,5,1,4,4
Estándar,145.76,Online,3,Sí,Vacaciones,Colombia,5,4,5,5,4,4,4,4
Familiar,123.28,Online,6,No,Evento,Colombia,4,1,3,3,5,2,4,3
Estándar,49.9,Efectivo,5,Sí,Otro,México,5,2,4,5,3,5,3,3
Estándar,85.57,Tarjeta,1,Sí,Negocios,EEUU,2,2,4,2,1,3,3,2
Suite,146.9,Online,5,No,Evento,Brasil,1,5,3,3,1,2,3,3
Familiar,126.67,Efectivo,7,Sí,Evento,Argentina,3,3,3,1,3,2,3,4
Estándar,167.24,Efectivo,9,No,Evento,México,2,3,2,1,2,2,3,2
Familiar,136.13,Tarjeta,1,Sí,Evento,Brasil,1,3,5,4,3,1,5,4
Suite,81.33,Online,3,Sí,Evento,Brasil,1,5,1,2,3,1,5,2
Suite,88.16,Tarjeta,8,No,Negocios,España,3,4,1,2,2,5,3,3
Familiar,124.12,Transferencia,6,No,Evento,Alemania,4,2,3,4,2,3,5,3
Suite,40.0,Tarjeta,5,Sí,Otro,Argentina,1,2,4,5,4,2,3,4
Premium,186.94,Tarjeta,2,No,Vacaciones,Brasil,3,4,4,4,5,1,3,3
Premium,137.67,Efectivo,3,Sí,Vacaciones,Colombia,5,2,2,2,1,4,3,3
Suite,169.08,Tarjeta,2,No,Otro,Brasil,1,2,1,1,2,1,5,2
Premium,56.78,Transferencia,1,No,Negocios,México,1,3,4,4,2,2,2,2
Estándar,169.78,Efectivo,7,Sí,Vacaciones,Argentina,4,3,2,3,4,2,2,3
Familiar,209.26,Transferencia,3,No,Otro,Brasil,4,1,2,1,4,1,2,2
Estándar,67.16,Tarjeta,7,Sí,Otro,Argentina,5,1,3,5,5,4,1,5
Familiar,150.86,Transferencia,7,Sí,Evento,Colombia,1,2,1,1,2,4,2,1
Suite,120.04,Transferencia,8,No,Vacaciones,Colombia,4,3,2,5,2,2,2,3
Estándar,58.22,Tarjeta,1,No,Evento,México,3,1,2,1,4,1,2,2
Suite,139.72,Tarjeta,5,No,Negocios,Colombia,1,1,2,2,3,3,4,2
Suite,153.34,Efectivo,9,No,Vacaciones,EEUU,3,3,1,5,5,3,3,3
Familiar,95.95,Efectivo,7,No,Vacaciones,EEUU,2,1,3,5,2,2,5,3
Familiar,166.64,Online,1,No,Otro,Alemania,5,4,5,4,1,4,4,4
Familiar,53.33,Efectivo,8,No,Vacaciones,Argentina,4,4,4,1,1,3,3,2
Estándar,60.21,Tarjeta,3,No,Negocios,EEUU,2,3,1,5,4,1,2,3
Premium,125.46,Transferencia,4,No,Negocios,México,4,3,1,5,1,5,2,3
Familiar,121.02,Transferencia,4,No,Vacaciones,Brasil,2,1,1,1,4,5,4,3
Familiar,91.34,Efectivo,8,No,Otro,EEUU,4,2,5,1,3,4,5,3
Estándar,152.38,Efectivo,1,No,Negocios,Alemania,5,5,4,3,4,5,4,4
Familiar,141.24,Tarjeta,8,No,Evento,Argentina,1,4,4,4,2,1,4,3
Estándar,154.33,Transferencia,9,No,Negocios,España,3,4,2,5,1,2,3,3
Suite,115.07,Online,9,No,Vacaciones,España,2,3,2,1,2,2,1,2
Familiar,144.1,Online,5,No,Evento,México,3,2,3,5,1,1,5,3
Familiar,102.17,Efectivo,4,No,Vacaciones,Alemania,3,3,1,3,1,2,5,3
Suite,202.15,Online,4,No,Vacaciones,EEUU,4,1,3,3,4,1,4,3
Suite,87.5,Tarjeta,9,No,Vacaciones,Alemania,1,2,1,5,5,1,4,4
Suite,204.21,Online,8,No,Otro,Colombia,4,1,4,4,1,5,2,3
Familiar,121.4,Efectivo,7,No,Otro,Alemania,3,4,3,2,1,5,4,3
Premium,64.98,Tarjeta,3,No,Negocios,EEUU,5,3,4,5,5,4,3,4
Premium,174.72,Transferencia,4,No,Vacaciones,México,1,3,2,3,2,5,2,4
Premium,125.04,Tarjeta,9,Sí,Evento,Colombia,1,5,4,4,1,2,1,1
Familiar,154.04,Efectivo,8,Sí,Evento,Alemania,3,2,5,1,4,5,3,3
Suite,168.95,Efectivo,1,No,Evento,España,4,4,3,4,5,1,5,3
Familiar,133.52,Online,3,No,Otro,EEUU,5,5,1,4,5,5,5,5
Suite,96.31,Online,2,No,Otro,México,2,5,4,5,1,2,3,3
Familiar,159.03,Transferencia,2,Sí,Vacaciones,Brasil,4,3,3,4,2,4,4,2
Familiar,120.03,Transferencia,8,No,Evento,EEUU,1,2,1,1,2,3,4,2
Suite,147.43,Efectivo,6,No,Evento,Alemania,4,3,3,5,3,1,4,4
Premium,40.0,Efectivo,6,Sí,Otro,Argentina,2,2,3,3,3,2,5,3
Suite,137.88,Efectivo,4,No,Otro,México,5,5,5,1,4,2,3,4
Estándar,94.46,Transferencia,1,No,Evento,España,5,1,4,5,1,3,4,3
Estándar,186.13,Efectivo,7,No,Evento,Colombia,2,4,5,5,2,4,2,4
Suite,144.92,Transferencia,8,Sí,Negocios,Alemania,2,5,2,2,3,1,5,3
Familiar,129.59,Efectivo,2,Sí,Otro,México,3,3,3,1,1,4,3,2
Estándar,139.45,Tarjeta,2,No,Vacaciones,Colombia,1,4,4,4,1,3,3,3
Estándar,80.06,Tarjeta,1,No,Vacaciones,Argentina,3,5,2,1,2,1,3,3
Familiar,184.93,Efectivo,4,Sí,Evento,México,4,2,2,1,1,5,3,3
Familiar,199.65,Tarjeta,6,No,Otro,Brasil,2,3,5,2,5,4,1,3
Premium,135.72,Transferencia,5,No,Vacaciones,Alemania,3,5,2,4,3,5,2,3
Familiar,183.62,Online,4,No,Otro,México,1,2,1,2,4,1,1,2
Suite,97.23,Tarjeta,4,No,Evento,España,1,2,1,2,3,3,4,2
Suite,88.12,Online,7,Sí,Evento,Argentina,2,2,1,2,1,5,1,2
Premium,121.64,Tarjeta,7,No,Evento,México,3,4,2,1,5,5,1,3
Estándar,137.4,Transferencia,2,No,Otro,Alemania,5,3,3,2,3,2,5,3
Estándar,104.24,Tarjeta,7,No,Vacaciones,México,2,2,4,3,2,1,3,3
Familiar,141.51,Tarjeta,2,No,Negocios,Colombia,4,5,1,4,5,3,1,4
Suite,132.26,Efectivo,4,No,Vacaciones,Colombia,3,2,1,4,3,2,3,4
Estándar,80.07,Online,1,Sí,Otro,Argentina,3,3,1,2,1,4,2,3
Premium,140.75,Online,5,No,Vacaciones,Brasil,2,4,5,1,2,3,1,2
Premium,154.54,Transferencia,1,Sí,Negocios,EEUU,3,2,5,5,1,2,5,2
Suite,126.86,Transferencia,4,No,Vacaciones,Argentina,3,5,1,5,1,4,5,4
Premium,166.11,Online,9,Sí,Negocios,Brasil,4,3,1,1,2,3,4,3
Premium,71.3,Efectivo,8,Sí,Otro,Argentina,4,2,5,2,5,2,1,3
Suite,138.72,Efectivo,6,No,Evento,EEUU,5,4,4,2,3,3,2,3
Familiar,73.19,Online,8,No,Negocios,España,4,1,3,3,5,5,3,4
Familiar,75.44,Tarjeta,5,No,Otro,Colombia,5,5,4,5,2,2,1,4
Premium,94.76,Online,7,Sí,Evento,EEUU,4,2,3,5,3,5,4,4
Familiar,82.32,Tarjeta,8,No,Negocios,México,5,2,2,4,2,2,5,3
Familiar,98.08,Online,7,No,Evento,España,4,1,2,2,4,5,1,3
Premium,111.43,Tarjeta,4,Sí,Vacaciones,Alemania,4,3,4,1,4,1,4,3
Familiar,153.49,Efectivo,5,No,Otro,EEUU,2,1,5,2,5,5,2,4
Premium,107.15,Online,6,No,Otro,Argentina,4,3,1,2,2,1,3,1
Estándar,56.57,Transferencia,6,Sí,Otro,Brasil,5,2,2,3,3,3,2,3
Suite,165.6,Tarjeta,9,No,Otro,EEUU,2,1,5,1,5,4,2,2
Suite,86.52,Efectivo,2,No,Negocios,Brasil,5,2,5,3,4,4,3,4
Familiar,117.65,Transferencia,6,No,Vacaciones,Argentina,4,1,3,3,4,4,1,3
Familiar,137.86,Efectivo,3,Sí,Evento,Argentina,4,2,2,3,4,1,3,4
Familiar,127.98,Tarjeta,2,No,Otro,Brasil,5,2,4,3,5,4,4,4
Suite,163.77,Online,6,Sí,Otro,Colombia,3,2,5,2,3,4,2,3
Estándar,139.16,Efectivo,4,No,Negocios,España,2,4,4,4,4,5,3,3
Estándar,85.55,Online,5,Sí,Negocios,Brasil,2,1,4,2,5,4,5,3
Suite,207.14,Online,5,No,Negocios,Colombia,4,4,2,3,5,1,3,4
Estándar,127.77,Efectivo,3,No,Vacaciones,Colombia,2,2,4,3,1,5,3,3
Suite,114.11,Efectivo,4,Sí,Evento,Brasil,5,5,4,4,1,1,4,3
Estándar,158.56,Efectivo,3,No,Vacaciones,España,4,3,1,5,3,2,2,3
Premium,129.98,Online,7,No,Otro,México,2,1,4,1,4,4,4,4
Premium,135.97,Transferencia,1,Sí,Negocios,Argentina,1,1,1,3,1,1,4,2
Suite,219.69,Tarjeta,6,No,Otro,EEUU,2,3,2,3,3,1,5,2
Estándar,109.0,Transferencia,4,No,Evento,Colombia,5,4,4,2,1,5,4,3
Familiar,107.29,Online,1,Sí,Evento,EEUU,2,3,5,3,4,2,4,2
Estándar,124.66,Efectivo,1,No,Vacaciones,España,3,5,4,3,5,2,5,4
Premium,162.86,Efectivo,5,No,Vacaciones,México,3,2,1,1,4,4,1,2
Premium,59.74,Tarjeta,5,Sí,Negocios,Alemania,4,3,5,2,1,3,4,4
Estándar,41.38,Tarjeta,7,No,Negocios,Argentina,3,3,2,5,4,3,3,4
Estándar,96.52,Transferencia,4,Sí,Otro,Argentina,5,2,3,3,5,5,4,3
Familiar,54.64,Transferencia,9,No,Negocios,México,1,1,3,3,2,4,2,3
Familiar,103.01,Tarjeta,4,No,Negocios,España,1,5,1,5,5,5,3,4
Estándar,140.1,Online,7,No,Otro,México,4,3,2,4,1,4,3,4
Estándar,84.37,Transferencia,5,No,Evento,Argentina,4,3,2,5,5,2,1,4
Estándar,62.93,Efectivo,5,No,Negocios,Alemania,3,1,4,5,3,3,2,3
Estándar,122.77,Efectivo,6,No,Negocios,Colombia,5,5,3,2,4,1,2,3
Suite,154.5,Online,8,No,Otro,México,3,2,4,5,2,3,2,3
Estándar,52.2,Tarjeta,5,No,Otro,Brasil,5,2,2,2,2,4,4,3
Familiar,152.81,Transferencia,3,No,Otro,Brasil,5,4,1,5,4,3,4,3
Premium,152.69,Efectivo,6,No,Otro,España,1,5,1,3,4,1,3,2
Suite,158.16,Tarjeta,2,Sí,Otro,Argentina,5,5,5,3,3,2,1,3
Estándar,168.74,Transferencia,8,Sí,Negocios,Argentina,2,3,1,4,5,2,4,4
Premium,208.08,Online,8,No,Vacaciones,México,5,4,3,5,2,4,4,4
Suite,105.76,Efectivo,3,No,Vacaciones,Alemania,1,2,5,1,1,3,1,2
Premium,124.38,Online,8,No,Vacaciones,España,3,5,3,5,4,4,2,4
Estándar,103.34,Online,9,Sí,Negocios,México,5,5,4,1,4,3,3,3
Estándar,120.08,Online,5,No,Evento,España,2,1,4,5,2,5,4,3
Familiar,181.31,Transferencia,5,No,Negocios,Brasil,4,2,1,2,4,4,1,3
Estándar,66.2,Online,6,Sí,Vacaciones,Alemania,3,1,5,3,2,3,1,2
Estándar,85.56,Transferencia,7,Sí,Vacaciones,Colombia,4,4,3,1,1,5,2,3
Suite,175.09,Transferencia,3,No,Otro,Alemania,2,5,3,1,1,4,5,3
Familiar,160.8,Online,5,No,Otro,Colombia,1,4,2,5,2,2,5,3
Suite,105.47,Online,1,Sí,Otro,Argentina,1,1,1,3,4,5,5,2
Premium,154.18,Tarjeta,5,No,Negocios,EEUU,3,2,4,4,3,4,5,3
Estándar,133.65,Efectivo,4,No,Evento,Brasil,5,5,2,1,3,1,4,3
Premium,180.01,Tarjeta,1,No,Evento,Argentina,5,2,4,3,5,2,1,4
Suite,122.98,Efectivo,7,No,Otro,Brasil,4,4,4,3,3,5,3,4
Estándar,161.03,Efectivo,1,No,Evento,Brasil,1,3,3,1,4,3,4,3
Estándar,225.68,Tarjeta,8,No,Vacaciones,Alemania,5,2,4,2,3,1,5,2
Suite,143.92,Tarjeta,2,Sí,Vacaciones,Colombia,5,2,5,2,5,3,3,3
Suite,121.97,Efectivo,5,Sí,Otro,EEUU,1,2,4,5,1,1,3,3
Suite,148.9,Efectivo,6,Sí,Otro,EEUU,1,5,5,5,2,4,5,4
Suite,105.39,Efectivo,9,Sí,Otro,EEUU,2,4,4,3,3,4,3,4
Suite,215.52,Transferencia,7,Sí,Evento,Argentina,4,4,2,1,2,3,4,2
Estándar,127.2,Efectivo,6,No,Negocios,España,1,5,3,2,2,3,2,2
Suite,109.08,Online,5,Sí,Otro,Alemania,2,2,2,3,1,3,4,3
Estándar,86.57,Online,6,Sí,Evento,Alemania,1,2,3,2,5,5,4,4
Estándar,163.89,Online,4,No,Otro,Argentina,3,3,2,1,4,2,2,2
Suite,154.69,Tarjeta,1,Sí,Negocios,Brasil,3,2,1,2,4,3,5,4
Suite,100.11,Tarjeta,9,No,Otro,Alemania,3,1,4,4,4,4,5,3
Familiar,143.06,Tarjeta,5,Sí,Vacaciones,Alemania,1,2,4,5,5,4,2,3
Estándar,59.66,Efectivo,8,No,Otro,España,5,3,1,2,5,3,4,3
Suite,127.4,Online,7,No,Vacaciones,Alemania,5,1,1,1,5,3,1,3
Suite,138.11,Efectivo,8,No,Vacaciones,Colombia,3,3,5,1,3,4,3,2
Suite,188.29,Transferencia,1,No,Evento,Argentina,4,3,2,4,2,5,3,3
Familiar,89.17,Transferencia,9,No,Evento,EEUU,2,4,4,1,5,1,3,3
Familiar,68.87,Tarjeta,1,Sí,Vacaciones,España,3,5,5,4,5,4,1,4
Premium,84.18,Transferencia,3,No,Vacaciones,España,2,3,4,3,3,1,4,4
Estándar,66.54,Online,8,No,Otro,Brasil,2,2,1,2,2,3,5,3
Premium,173.47,Transferencia,1,No,Otro,Alemania,3,4,5,1,4,2,2,2
Suite,181.95,Tarjeta,1,No,Vacaciones,EEUU,5,1,5,5,1,3,3,4
Familiar,132.81,Efectivo,6,No,Evento,Argentina,4,5,5,2,5,3,1,4
Familiar,168.85,Transferencia,5,No,Otro,Colombia,3,4,2,4,5,3,2,4
Premium,125.36,Online,6,No,Otro,Argentina,2,3,5,2,1,4,4,2
Familiar,116.2,Online,3,No,Otro,EEUU,1,4,4,2,5,4,1,3
Suite,106.68,Online,6,Sí,Evento,Argentina,1,2,2,1,5,2,1,2
Familiar,107.58,Efectivo,2,No,Vacaciones,México,2,2,4,5,5,1,2,3
Premium,58.09,Online,8,No,Otro,EEUU,3,2,5,3,1,1,2,3
Suite,130.57,Tarjeta,6,Sí,Evento,Colombia,5,5,5,5,3,1,3,4
Premium,118.39,Tarjeta,4,Sí,Evento,Colombia,3,4,4,4,3,3,4,4
Familiar,149.81,Online,4,Sí,Evento,Colombia,4,4,3,5,1,2,2,3
Premium,123.74,Transferencia,7,No,Evento,España,1,3,5,5,3,3,3,4
Premium,113.49,Online,3,No,Otro,Argentina,2,1,5,4,4,2,3,3
Estándar,85.15,Tarjeta,3,Sí,Vacaciones,España,5,2,2,5,4,5,2,3
Familiar,122.89,Tarjeta,6,No,Vacaciones,México,3,1,4,3,1,4,1,2
Familiar,149.53,Tarjeta,9,No,Evento,EEUU,4,1,5,2,2,3,1,2
Premium,74.27,Transferencia,1,No,Vacaciones,Alemania,3,2,4,3,5,5,1,3
Estándar,123.5,Transferencia,5,Sí,Otro,Brasil,4,2,2,2,2,1,3,2
Familiar,129.32,Transferencia,1,No,Vacaciones,México,3,3,4,2,5,5,1,3
Suite,91.28,Tarjeta,1,No,Vacaciones,Argentina,5,5,4,5,3,4,4,4
Premium,96.49,Efectivo,3,No,Negocios,Alemania,5,2,2,2,3,4,1,3
Familiar,129.22,Online,3,No,Vacaciones,Argentina,2,1,5,4,4,4,1,3
Suite,74.66,Online,4,No,Vacaciones,Alemania,5,3,4,3,2,5,3,3
Familiar,134.0,Tarjeta,3,No,Evento,México,4,4,3,2,1,1,5,2
Suite,84.19,Transferencia,6,Sí,Evento,EEUU,2,3,5,5,5,3,4,4
Premium,162.51,Efectivo,4,Sí,Negocios,Brasil,5,2,2,5,3,1,3,3
Familiar,213.51,Efectivo,8,No,Otro,Alemania,1,2,1,5,5,2,4,3
Familiar,85.57,Transferencia,1,Sí,Negocios,España,4,5,3,1,1,2,4,2
Estándar,141.37,Online,8,Sí,Vacaciones,España,2,3,5,3,5,3,1,3
Premium,90.93,Online,1,No,Vacaciones,México,4,2,2,5,4,4,4,4
Suite,161.64,Efectivo,1,Sí,Otro,Brasil,2,1,3,4,1,3,1,2
Familiar,69.39,Efectivo,7,No,Otro,Brasil,4,1,5,5,1,5,4,3
Familiar,139.22,Transferencia,1,No,Evento,Argentina,1,3,1,1,5,4,5,3
Suite,85.08,Online,9,Sí,Vacaciones,Alemania,5,5,5,3,5,3,4,4
Premium,111.72,Efectivo,8,Sí,Vacaciones,México,3,3,1,2,3,3,2,3
Estándar,78.76,Online,1,Sí,Vacaciones,Brasil,3,5,1,3,5,5,1,4
Estándar,152.89,Efectivo,2,Sí,Vacaciones,Brasil,3,1,4,2,1,5,5,2
Familiar,86.52,Transferencia,2,Sí,Vacaciones,España,2,2,2,2,5,1,1,2
Suite,142.08,Online,2,Sí,Vacaciones,México,5,4,4,5,3,2,5,3
Familiar,106.24,Efectivo,6,No,Vacaciones,Alemania,2,2,1,4,2,3,1,2
Suite,115.42,Efectivo,4,Sí,Vacaciones,Alemania,2,1,2,4,4,1,2,3
Estándar,125.91,Efectivo,8,No,Evento,España,2,1,2,5,1,4,2,2
Premium,89.53,Efectivo,1,No,Negocios,Argentina,2,2,2,1,3,4,5,3
Suite,128.41,Transferencia,4,No,Vacaciones,Colombia,5,2,3,2,4,2,3,3
Estándar,181.21,Online,5,No,Evento,Colombia,3,1,5,4,5,4,1,3
Familiar,88.88,Online,9,Sí,Vacaciones,Brasil,4,2,1,3,5,2,3,4
Suite,166.87,Tarjeta,5,No,Otro,EEUU,2,4,2,1,2,4,4,3
Premium,179.92,Online,3,No,Vacaciones,España,5,4,3,5,5,4,2,5
Familiar,87.35,Tarjeta,4,Sí,Negocios,EEUU,1,3,3,1,4,3,1,2
Familiar,61.8,Efectivo,7,No,Evento,Brasil,4,4,1,4,3,5,2,3
Estándar,132.08,Transferencia,1,Sí,Otro,Argentina,2,1,4,5,2,3,4,3
Suite,98.1,Transferencia,6,Sí,Otro,España,2,1,3,4,4,1,5,4
Familiar,194.74,Efectivo,8,No,Vacaciones,Alemania,4,3,1,2,3,5,1,3
Premium,121.39,Tarjeta,1,No,Negocios,Argentina,4,5,3,1,4,3,1,4
Suite,87.91,Efectivo,8,Sí,Negocios,España,2,3,1,2,5,5,1,3
Premium,74.11,Transferencia,7,No,Vacaciones,México,5,5,2,3,4,5,5,5
Familiar,163.6,Transferencia,1,No,Vacaciones,EEUU,1,5,4,2,2,5,2,3
Premium,97.15,Online,9,No,Evento,España,5,2,3,1,4,4,5,3
Estándar,121.75,Tarjeta,3,Sí,Evento,EEUU,3,4,3,3,1,5,2,3
Premium,158.23,Online,2,No,Vacaciones,Argentina,3,5,3,4,5,4,1,4
Suite,100.63,Transferencia,7,No,Vacaciones,Brasil,3,2,5,3,4,5,5,2
Premium,118.16,Transferencia,3,Sí,Otro,España,2,3,5,1,3,4,4,3
Premium,119.34,Online,1,No,Negocios,Colombia,1,3,2,5,5,5,5,3
Estándar,147.33,Online,3,No,Evento,EEUU,1,5,3,3,3,1,2,2
Premium,143.63,Transferencia,6,Sí,Vacaciones,Alemania,2,2,4,4,2,3,1,2
Premium,111.2,Online,3,No,Vacaciones,Alemania,2,1,5,3,1,5,2,1
Familiar,122.55,Online,5,Sí,Evento,España,2,4,1,2,4,1,3,2
Familiar,105.13,Tarjeta,9,No,Otro,Alemania,1,5,1,5,5,3,1,4
Suite,60.9,Transferencia,7,No,Otro,Argentina,2,1,1,1,4,2,4,3
Familiar,130.3,Efectivo,2,Sí,Vacaciones,Alemania,4,4,2,5,4,5,4,5
Familiar,195.69,Tarjeta,1,No,Negocios,EEUU,4,1,3,2,5,2,3,3
Familiar,84.65,Efectivo,7,No,Negocios,Argentina,4,2,3,5,1,3,2,2
Familiar,89.08,Online,4,No,Vacaciones,España,2,5,5,2,1,3,4,3
Estándar,85.17,Online,7,Sí,Evento,EEUU,4,1,1,3,2,5,2,4
Familiar,148.98,Efectivo,6,Sí,Negocios,España,2,1,2,1,5,1,1,3
Estándar,137.94,Online,7,No,Evento,Alemania,4,1,4,2,5,5,5,3
Estándar,113.66,Online,4,No,Evento,Argentina,2,5,3,2,3,1,1,3
Familiar,83.28,Tarjeta,3,No,Evento,España,5,2,3,3,3,5,2,4
Premium,123.7,Efectivo,5,No,Otro,Brasil,3,2,2,2,3,1,3,3
Estándar,57.42,Tarjeta,3,No,Negocios,España,5,1,5,1,1,4,1,2
Premium,125.74,Efectivo,3,Sí,Otro,México,3,2,2,4,2,1,4,2
Premium,154.86,Tarjeta,4,Sí,Negocios,España,3,4,5,5,2,1,1,3
Familiar,69.95,Transferencia,8,No,Vacaciones,México,4,2,3,2,4,3,1,3
Suite,58.7,Transferencia,2,No,Evento,EEUU,3,1,5,5,2,2,1,2
Familiar,183.18,Efectivo,4,No,Negocios,México,3,4,5,5,3,5,3,3
Suite,95.53,Transferencia,3,No,Negocios,Argentina,5,5,5,4,5,3,2,4
Suite,165.44,Tarjeta,7,No,Vacaciones,EEUU,3,3,5,2,4,2,3,2
Familiar,113.84,Efectivo,2,No,Otro,España,2,2,1,1,1,3,4,3
Familiar,113.52,Transferencia,1,Sí,Negocios,EEUU,2,4,1,2,2,3,2,2
Suite,137.54,Transferencia,1,No,Negocios,Alemania,4,3,1,5,5,5,4,4
Familiar,84.64,Efectivo,6,No,Otro,Brasil,5,5,1,3,3,4,2,3
Suite,125.3,Transferencia,3,No,Otro,España,1,3,2,4,1,3,2,2
Premium,104.74,Transferencia,7,No,Negocios,Argentina,5,5,4,1,1,5,1,4
Familiar,67.18,Efectivo,8,No,Otro,México,1,1,5,1,2,1,1,2
Premium,133.5,Transferencia,5,No,Vacaciones,Brasil,3,1,2,5,5,2,3,3
Estándar,109.47,Transferencia,5,Sí,Vacaciones,Colombia,1,5,1,1,3,5,2,3
Premium,113.72,Transferencia,2,No,Evento,Brasil,3,3,5,5,3,4,4,3
Premium,71.59,Transferencia,8,No,Negocios,España,5,2,4,1,3,5,1,3
Suite,183.66,Online,1,Sí,Vacaciones,Argentina,5,3,5,1,3,5,4,3
Premium,155.07,Efectivo,9,Sí,Vacaciones,Argentina,4,3,3,5,2,1,1,3
Familiar,158.57,Online,1,No,Vacaciones,Brasil,4,2,3,4,2,2,2,3
