Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)",prom_horas_mes
Empleado 3509,0.66,0.57,3,2,1,0,1,161
Empleado 3510,0.82,0.95,3,3,0,0,1,203
Empleado 3511,0.85,0.85,4,2,0,0,0,258
Empleado 3512,0.72,0.96,3,3,0,0,0,143
Empleado 3513,0.52,0.92,3,3,0,0,0,214
Empleado 3514,0.5,0.62,4,3,1,0,0,166
Empleado 3515,0.52,0.82,3,3,0,0,0,192
Empleado 3516,0.13,0.87,3,4,1,0,0,185
Empleado 3517,0.87,0.98,4,3,0,0,0,173
Empleado 3518,0.53,0.98,2,3,0,0,0,163
Empleado 3519,0.15,0.76,5,4,0,0,0,277
Empleado 3520,0.64,0.86,5,2,1,0,0,274
Empleado 3521,0.52,0.44,3,2,0,0,0,119
Empleado 3522,0.79,0.67,4,3,0,0,0,267
Empleado 3523,0.74,0.89,3,2,0,0,0,160
Empleado 3524,0.81,0.84,4,2,0,0,0,198
Empleado 3525,0.94,0.6,3,3,0,0,0,193
Empleado 3526,0.67,0.84,6,2,0,0,0,250
Empleado 3527,0.93,0.84,3,4,1,0,0,237
Empleado 3528,0.52,0.96,4,2,0,0,0,170
Empleado 3529,0.48,0.74,2,2,1,0,1,157
Empleado 3530,0.57,0.92,6,4,0,0,1,267
Empleado 3531,0.71,0.77,4,4,0,0,1,192
Empleado 3532,0.9,0.74,4,2,1,0,1,218
Empleado 3533,0.58,0.61,4,3,0,0,1,210
Empleado 3534,0.66,0.48,4,4,0,0,1,229
Empleado 3535,0.59,0.66,3,3,0,0,1,186
Empleado 3536,0.96,0.5,3,2,1,0,1,234
Empleado 3537,0.13,0.91,2,5,0,0,1,149
Empleado 3538,0.93,0.92,3,3,0,0,1,205
Empleado 3539,0.54,0.72,3,4,0,0,1,148
Empleado 3540,0.54,0.77,5,3,0,0,1,270
Empleado 3541,0.87,0.62,3,3,0,0,2,176
Empleado 3542,0.79,0.91,3,2,0,0,0,226
Empleado 3543,0.83,0.57,3,4,0,0,1,232
Empleado 3544,0.73,0.6,3,3,0,0,1,137
Empleado 3545,0.29,0.42,6,3,0,0,1,253
Empleado 3546,0.8,0.7,6,4,0,0,1,231
Empleado 3547,0.29,0.81,3,6,0,0,0,189
Empleado 3548,0.43,0.85,6,2,0,0,0,168
Empleado 3549,0.99,0.93,3,3,0,0,0,261
Empleado 3550,0.86,0.51,4,3,0,0,0,152
Empleado 3551,0.85,0.78,5,2,1,0,0,263
Empleado 3552,0.66,0.68,3,3,0,0,0,258
Empleado 3553,0.57,0.99,3,3,0,0,0,205
Empleado 3554,0.31,0.64,6,2,1,0,0,183
Empleado 3555,0.88,0.88,3,3,0,0,0,153
Empleado 3556,0.72,0.72,5,4,0,0,0,194
Empleado 3557,0.75,0.66,4,2,0,0,0,202
Empleado 3558,0.82,0.71,4,4,0,0,0,164
Empleado 3559,0.82,0.67,3,2,0,0,0,213
Empleado 3560,0.15,0.52,4,6,0,0,0,265
Empleado 3561,0.16,0.88,6,3,0,0,0,218
Empleado 3562,0.95,0.4,5,4,0,0,0,286
Empleado 3563,0.87,0.73,3,3,1,0,0,172
Empleado 3564,0.85,0.89,4,2,0,0,0,251
Empleado 3565,0.58,0.6,3,3,1,0,0,110
Empleado 3566,0.63,0.86,3,4,0,0,0,269
Empleado 3567,0.69,0.68,3,3,1,0,0,151
Empleado 3568,0.53,0.85,5,2,0,0,1,161
Empleado 3569,0.96,0.71,4,3,0,0,1,210
Empleado 3570,0.73,0.83,2,3,0,0,1,167
Empleado 3571,0.5,0.6,3,3,1,0,1,270
Empleado 3572,0.81,0.83,3,3,1,0,1,133
Empleado 3573,0.82,0.59,3,3,0,0,1,249
Empleado 3574,0.76,0.72,4,3,0,0,1,266
Empleado 3575,0.27,0.82,4,2,0,0,1,276
Empleado 3576,0.64,0.38,6,3,0,0,1,215
Empleado 3577,0.57,0.9,3,2,0,0,1,262
Empleado 3578,0.49,0.84,5,3,0,0,1,193
Empleado 3579,0.66,0.92,2,4,0,0,1,102
Empleado 3580,0.71,0.36,4,4,1,0,2,278
Empleado 3581,0.61,0.63,3,4,0,0,0,250
Empleado 3582,0.52,0.89,5,4,0,0,1,193
Empleado 3583,0.62,0.91,3,3,0,0,1,133
Empleado 3584,0.98,0.65,4,4,0,0,1,216
Empleado 3585,0.67,0.56,5,2,1,0,1,174
Empleado 3586,0.85,0.62,2,4,0,0,0,280
Empleado 3587,0.84,0.85,4,2,0,0,0,246
Empleado 3588,1,0.53,3,3,0,0,0,142
Empleado 3589,0.72,0.76,4,3,1,0,0,144
Empleado 3590,0.66,0.75,6,4,1,0,0,100
Empleado 3591,0.64,0.71,5,2,0,0,0,212
Empleado 3592,1,0.76,5,3,0,0,0,201
Empleado 3593,0.75,0.59,5,2,0,0,0,206
Empleado 3594,0.81,0.77,4,3,0,0,0,197
Empleado 3595,0.31,0.98,5,5,0,0,0,232
Empleado 3596,0.32,0.97,6,2,0,0,0,272
Empleado 3597,0.48,0.5,4,3,0,0,0,173
Empleado 3598,0.62,0.42,2,2,0,0,0,124
Empleado 3599,0.77,0.86,5,4,0,0,0,282
Empleado 3600,0.76,0.8,2,4,1,0,0,219
Empleado 3601,0.68,0.41,3,6,0,0,0,106
Empleado 3602,0.72,0.79,4,4,0,0,0,192
Empleado 3603,0.87,0.91,5,2,0,0,0,190
Empleado 3604,0.59,0.57,2,2,0,0,0,156
Empleado 3605,0.7,0.64,3,2,0,0,0,180
Empleado 3606,0.73,0.81,4,2,0,0,0,245
Empleado 3607,0.58,0.62,3,2,0,0,1,169
Empleado 3608,0.64,0.66,3,4,0,0,1,188
Empleado 3609,0.89,0.66,5,2,0,0,1,224
Empleado 3610,0.95,0.71,3,2,1,0,1,263
Empleado 3611,0.84,0.9,3,2,0,0,1,262
Empleado 3612,0.6,0.99,4,3,0,0,1,225
Empleado 3613,0.71,0.63,5,3,1,0,1,224
Empleado 3614,0.6,0.95,3,3,0,0,1,266
Empleado 3615,0.91,0.68,3,3,1,0,1,218
Empleado 3616,0.75,1,3,3,0,0,1,102
Empleado 3617,0.7,0.67,4,3,0,0,1,181
Empleado 3618,0.23,0.64,5,5,0,0,1,150
Empleado 3619,0.73,0.83,4,2,0,0,2,270
Empleado 3620,0.99,0.49,4,2,0,0,0,270
Empleado 3621,0.62,0.68,5,3,0,0,1,265
Empleado 3622,0.98,0.89,4,3,0,0,1,169
Empleado 3623,0.61,0.94,3,4,0,0,1,224
Empleado 3624,0.52,0.92,3,2,1,0,1,150
Empleado 3625,0.65,0.66,5,4,0,0,0,239
Empleado 3626,0.59,0.9,3,3,1,0,0,245
Empleado 3627,0.71,0.8,3,2,1,0,0,182
Empleado 3628,0.18,0.7,5,4,0,0,0,182
Empleado 3629,0.21,0.93,4,4,0,0,0,243
Empleado 3630,0.15,0.67,6,5,0,0,0,209
Empleado 3631,0.97,0.53,4,4,0,0,0,195
Empleado 3632,0.39,0.48,3,2,0,0,0,190
Empleado 3633,0.35,0.66,2,2,0,0,1,140
Empleado 3634,0.88,0.58,4,4,0,0,1,147
Empleado 3635,0.58,0.97,3,3,0,0,1,265
Empleado 3636,0.61,0.78,3,2,0,0,1,238
Empleado 3637,0.59,0.98,3,3,0,0,1,155
Empleado 3638,0.55,0.41,4,5,1,0,1,132
Empleado 3639,0.52,0.8,5,3,0,0,1,257
Empleado 3640,0.71,0.77,2,3,0,0,1,255
Empleado 3641,0.63,0.82,5,2,0,0,1,229
Empleado 3642,0.17,0.84,5,4,0,0,1,216
Empleado 3643,0.95,0.49,4,4,0,0,1,269
Empleado 3644,1,0.73,3,2,0,0,1,205
Empleado 3645,0.73,0.96,2,3,0,0,1,151
Empleado 3646,0.8,0.64,4,3,1,0,1,246
Empleado 3647,0.63,0.8,4,4,0,0,1,256
Empleado 3648,0.95,0.59,4,3,0,0,1,235
Empleado 3649,0.75,0.83,4,2,0,0,1,229
Empleado 3650,0.64,0.72,5,3,0,0,1,158
Empleado 3651,0.72,1,3,3,0,0,1,197
Empleado 3652,0.72,0.53,3,4,0,0,1,151
Empleado 3653,0.85,0.63,3,3,0,0,1,167
Empleado 3654,0.24,0.94,4,4,0,0,1,146
Empleado 3655,0.69,0.53,4,4,0,0,1,281
Empleado 3656,0.69,0.7,3,2,0,0,1,212
Empleado 3657,0.87,0.59,5,3,0,0,1,261
Empleado 3658,0.78,0.91,3,2,0,0,2,238
Empleado 3659,0.76,0.74,4,3,0,0,2,235
Empleado 3660,0.35,0.7,3,3,0,0,2,107
Empleado 3661,0.88,0.59,6,4,0,0,2,243
Empleado 3662,0.78,0.79,5,3,1,0,2,233
Empleado 3663,0.36,0.42,3,5,0,0,2,206
Empleado 3664,0.24,0.7,5,4,0,0,2,172
Empleado 3665,0.55,0.82,3,2,0,0,2,248
Empleado 3666,0.91,0.53,3,4,1,0,2,147
Empleado 3667,0.66,0.61,5,3,0,0,2,259
Empleado 3668,0.57,0.82,3,3,0,0,2,267
Empleado 3669,0.64,0.64,3,3,0,0,2,263
Empleado 3670,0.63,0.98,3,4,1,0,0,160
Empleado 3671,0.49,0.92,5,3,0,0,0,176
Empleado 3672,0.7,0.7,3,3,0,0,0,224
Empleado 3673,0.3,0.71,3,2,0,0,0,155
Empleado 3674,0.51,0.52,3,3,0,0,0,132
Empleado 3675,0.71,0.87,5,3,0,0,0,173
Empleado 3676,0.64,0.67,3,3,0,0,0,165
Empleado 3677,0.67,0.66,6,3,0,0,0,272
Empleado 3678,0.83,0.94,5,3,1,0,0,156
Empleado 3679,0.92,0.96,3,2,1,0,0,154
Empleado 3680,0.84,0.53,3,3,1,0,0,237
Empleado 3681,0.97,0.75,2,6,0,0,0,271
Empleado 3682,0.19,0.91,6,3,0,0,0,152
Empleado 3683,0.86,0.51,4,3,1,0,0,152
Empleado 3684,0.71,0.69,3,3,0,0,0,172
Empleado 3685,0.76,0.56,4,2,1,0,1,214
Empleado 3686,0.68,0.88,5,3,0,0,1,201
Empleado 3687,0.61,0.99,2,3,1,0,1,275
Empleado 3688,0.85,0.79,3,3,0,0,1,156
Empleado 3689,0.84,0.89,3,2,0,0,1,234
Empleado 3690,0.62,0.63,2,2,0,0,1,123
Empleado 3691,0.77,0.76,3,4,0,0,1,201
Empleado 3692,0.79,0.93,5,4,1,0,1,160
Empleado 3693,0.97,0.5,3,2,0,0,1,173
Empleado 3694,0.59,0.61,4,2,1,0,1,141
Empleado 3695,0.93,0.62,3,6,0,0,1,231
Empleado 3696,0.85,0.54,4,2,0,0,1,174
Empleado 3697,0.7,0.57,4,3,0,0,2,211
Empleado 3698,0.54,0.91,3,3,0,0,2,249
Empleado 3699,0.42,0.86,2,5,0,0,2,108
Empleado 3700,0.96,0.75,4,3,0,0,2,165
Empleado 3701,0.58,0.8,3,4,0,0,2,181
Empleado 3702,0.61,0.59,3,2,0,0,2,237
Empleado 3703,0.62,0.97,5,2,0,0,2,180
Empleado 3704,0.68,0.7,3,3,0,0,2,209
Empleado 3705,0.6,0.73,3,5,1,0,0,191
Empleado 3706,0.7,0.91,4,2,1,0,0,181
Empleado 3707,0.65,0.55,4,2,0,0,0,250
Empleado 3708,0.48,0.59,2,2,0,0,0,179
Empleado 3709,0.75,0.73,3,4,0,0,0,225
Empleado 3710,0.69,0.78,5,2,1,0,0,267
Empleado 3711,0.34,0.46,2,2,1,0,0,169
Empleado 3712,0.59,0.49,4,3,0,0,0,164
Empleado 3713,0.94,0.95,4,3,0,0,1,155
Empleado 3714,0.98,0.77,5,2,1,0,1,223
Empleado 3715,0.72,0.66,3,3,0,0,1,160
Empleado 3716,0.79,0.7,4,2,0,0,1,268
Empleado 3717,0.54,0.61,4,4,1,0,1,151
Empleado 3718,0.73,0.95,3,2,0,0,1,156
Empleado 3719,0.82,0.58,4,3,0,0,1,136
Empleado 3720,0.57,0.45,3,2,0,0,1,189
Empleado 3721,0.98,0.93,5,2,0,0,1,203
Empleado 3722,0.91,0.65,5,2,0,0,1,174
Empleado 3723,0.72,0.91,3,2,0,0,1,239
Empleado 3724,0.48,0.73,5,6,0,0,1,152
Empleado 3725,0.57,0.86,4,6,0,0,1,268
Empleado 3726,0.86,0.96,4,3,0,0,1,146
Empleado 3727,0.63,0.85,3,4,0,0,1,232
Empleado 3728,0.81,0.52,3,5,0,0,1,255
Empleado 3729,0.21,0.37,4,4,0,0,1,129
Empleado 3730,0.9,0.66,3,3,1,0,1,261
Empleado 3731,0.79,0.78,3,2,1,0,1,101
Empleado 3732,0.95,0.49,4,3,0,0,1,229
Empleado 3733,0.29,0.43,3,4,0,0,1,162
Empleado 3734,0.81,0.52,4,3,0,0,1,270
Empleado 3735,0.21,0.56,6,5,0,0,1,277
Empleado 3736,0.7,0.83,5,4,0,0,2,261
Empleado 3737,0.66,0.64,4,2,0,0,0,204
Empleado 3738,0.16,0.86,2,2,0,0,1,215
Empleado 3739,0.72,0.8,3,3,0,0,1,219
Empleado 3740,0.51,0.5,3,4,0,0,1,147
Empleado 3741,0.59,0.63,5,2,0,0,1,243
Empleado 3742,0.66,0.4,2,5,1,0,1,155
Empleado 3743,0.69,0.84,3,2,0,0,1,253
Empleado 3744,0.69,0.94,4,3,0,0,1,235
Empleado 3745,0.89,0.79,5,3,0,0,1,257
Empleado 3746,0.52,0.56,4,2,0,0,1,225
Empleado 3747,0.91,0.91,3,3,0,0,1,167
Empleado 3748,0.96,0.53,5,4,0,0,0,224
Empleado 3749,0.8,0.58,5,3,0,0,0,127
Empleado 3750,0.55,0.77,3,3,1,0,0,256
Empleado 3751,0.93,0.63,4,2,0,0,0,233
Empleado 3752,0.93,0.86,4,4,0,0,0,169
Empleado 3753,0.54,0.48,3,2,0,0,0,152
Empleado 3754,0.48,0.76,5,2,0,0,0,236
Empleado 3755,0.19,0.99,3,2,0,0,2,154
Empleado 3756,0.95,0.71,3,2,0,0,0,223
Empleado 3757,0.96,0.81,4,3,0,0,2,211
Empleado 3758,0.63,0.89,4,2,0,0,2,192
Empleado 3759,0.81,0.8,4,2,1,0,0,227
Empleado 3760,0.5,0.88,4,3,1,0,0,265
Empleado 3761,0.76,0.72,5,2,0,0,2,228
Empleado 3762,0.84,0.49,4,3,0,0,0,152
Empleado 3763,0.2,0.95,5,5,0,0,1,169
Empleado 3764,0.78,0.92,3,3,0,0,2,169
Empleado 3765,0.8,0.68,4,3,0,0,1,157
Empleado 3766,0.94,0.57,4,2,1,0,1,251
Empleado 3767,0.44,0.74,5,2,0,0,1,253
Empleado 3768,0.92,0.85,3,2,0,0,1,155
Empleado 3769,0.54,0.8,3,2,0,0,2,232
Empleado 3770,0.56,0.56,4,2,0,0,1,195
Empleado 3771,0.66,0.69,4,3,1,0,1,198
Empleado 3772,0.8,0.91,3,3,0,0,1,246
Empleado 3773,0.6,0.81,2,3,0,0,2,214
Empleado 3774,0.73,0.73,5,3,0,0,1,249
Empleado 3775,0.55,0.74,3,3,1,0,2,211
Empleado 3776,0.7,0.71,5,3,0,0,0,269
Empleado 3777,0.53,0.68,4,3,0,0,1,214
Empleado 3778,0.9,0.94,4,3,0,0,1,231
Empleado 3779,0.8,0.78,3,3,0,0,1,175
Empleado 3780,0.51,0.6,5,3,0,0,1,175
Empleado 3781,0.86,0.96,5,5,0,0,0,238
Empleado 3782,0.63,0.79,4,4,0,0,0,228
Empleado 3783,0.83,0.93,3,4,0,0,0,220
Empleado 3784,0.85,0.55,4,2,1,0,0,233
Empleado 3785,0.8,0.57,3,4,0,0,0,225
Empleado 3786,0.79,0.97,5,3,0,0,0,187
Empleado 3787,0.37,0.71,3,3,0,0,0,117
Empleado 3788,0.85,0.9,3,3,1,0,0,184
Empleado 3789,0.76,0.56,3,3,0,0,0,216
Empleado 3790,0.99,0.62,4,2,1,0,0,140
Empleado 3791,0.55,0.63,3,2,1,0,2,201
Empleado 3792,0.69,0.69,4,3,1,0,0,167
Empleado 3793,0.68,1,5,2,0,0,0,203
Empleado 3794,0.69,0.9,5,2,1,0,0,231
Empleado 3795,0.65,0.7,3,4,0,0,0,141
Empleado 3796,0.17,0.88,6,3,1,0,2,226
Empleado 3797,0.48,0.65,3,2,0,0,0,199
Empleado 3798,0.65,0.59,4,3,0,0,0,192
Empleado 3799,0.57,0.49,4,2,0,0,0,247
Empleado 3800,0.8,0.67,3,3,0,0,2,164
Empleado 3801,0.8,0.6,5,2,0,0,0,234
Empleado 3802,0.5,0.6,2,3,1,0,1,177
Empleado 3803,0.95,0.87,3,2,0,0,2,208
Empleado 3804,0.69,0.93,3,3,0,0,1,233
Empleado 3805,0.74,0.57,4,3,0,0,2,172
Empleado 3806,0.68,0.59,3,3,0,0,1,141
Empleado 3807,0.68,0.55,3,3,0,0,1,213
Empleado 3808,0.65,0.37,5,3,1,0,1,128
Empleado 3809,0.85,0.92,4,3,1,0,1,151
Empleado 3810,0.49,0.48,4,3,0,0,1,247
Empleado 3811,0.19,0.8,6,4,0,0,1,143
Empleado 3812,0.95,0.61,3,3,0,0,1,164
Empleado 3813,0.63,0.62,3,3,0,0,1,183
Empleado 3814,0.83,0.8,4,3,0,0,2,274
Empleado 3815,0.62,0.78,4,2,0,0,0,261
Empleado 3816,0.74,0.98,5,3,0,0,1,200
Empleado 3817,0.7,0.87,5,2,0,0,1,177
Empleado 3818,0.28,0.38,5,4,0,0,1,139
Empleado 3819,0.39,0.56,6,5,0,0,1,228
Empleado 3820,0.62,0.63,3,2,0,0,1,230
Empleado 3821,0.79,0.54,5,4,0,0,1,212
Empleado 3822,0.87,0.74,4,4,0,0,1,265
Empleado 3823,0.29,0.75,3,4,0,0,1,124
Empleado 3824,0.37,0.88,4,3,0,0,1,155
Empleado 3825,0.68,0.55,4,4,0,0,2,215
Empleado 3826,0.9,0.51,4,2,0,0,0,214
Empleado 3827,0.97,0.65,3,3,0,0,0,181
Empleado 3828,0.6,0.77,4,2,0,0,0,229
Empleado 3829,0.58,0.79,5,2,0,0,2,262
Empleado 3830,0.83,0.86,3,3,0,0,0,165
Empleado 3831,0.83,0.73,5,3,0,0,0,136
Empleado 3832,0.94,0.71,4,2,1,0,0,151
Empleado 3833,0.69,0.9,5,4,0,0,2,226
Empleado 3834,0.81,0.81,5,2,0,0,0,215
Empleado 3835,0.19,0.5,6,5,1,0,0,143
Empleado 3836,0.18,0.64,3,4,1,0,0,223
Empleado 3837,0.58,0.63,4,3,0,0,0,271
Empleado 3838,0.76,0.65,3,3,0,0,0,220
Empleado 3839,0.26,0.47,6,4,0,0,0,182
Empleado 3840,0.78,0.87,3,3,0,0,0,190
Empleado 3841,0.71,0.56,3,3,0,0,1,198
Empleado 3842,0.76,0.61,3,2,0,0,1,141
Empleado 3843,0.44,0.81,3,2,0,0,1,248
Empleado 3844,0.26,0.69,2,5,0,0,1,168
Empleado 3845,0.75,0.57,5,3,0,0,1,162
Empleado 3846,0.64,0.9,4,3,0,0,1,211
Empleado 3847,0.79,0.71,4,3,0,0,1,271
Empleado 3848,0.96,0.61,3,2,0,0,1,271
Empleado 3849,0.63,1,5,2,0,0,1,244
Empleado 3850,0.65,0.55,5,3,1,0,1,261
Empleado 3851,0.76,0.81,3,3,0,0,1,225
Empleado 3852,0.26,0.9,4,5,0,0,1,266
Empleado 3853,0.84,0.73,3,5,1,0,2,146
Empleado 3854,0.74,0.77,3,3,0,0,0,233
Empleado 3855,0.53,0.45,4,3,0,0,1,180
Empleado 3856,0.7,0.56,5,3,0,0,1,208
Empleado 3857,0.62,0.69,4,4,1,0,1,165
Empleado 3858,0.71,0.68,4,4,0,0,1,221
Empleado 3859,0.5,0.65,3,2,0,0,0,215
Empleado 3860,0.53,0.5,6,6,0,0,0,264
Empleado 3861,0.88,0.89,2,4,0,0,0,160
Empleado 3862,0.79,0.83,2,3,0,0,0,192
Empleado 3863,0.69,0.89,5,2,0,0,0,201
Empleado 3864,0.57,0.96,4,2,0,0,0,264
Empleado 3865,0.68,0.8,4,3,1,0,0,186
Empleado 3866,0.6,0.82,4,3,0,0,0,272
Empleado 3867,0.7,0.9,4,3,0,0,0,216
Empleado 3868,0.71,0.76,4,2,1,0,0,142
Empleado 3869,0.49,0.51,4,3,0,0,0,133
Empleado 3870,0.74,0.7,4,2,0,0,0,260
Empleado 3871,0.2,0.93,4,5,0,0,0,101
Empleado 3872,0.57,0.5,4,2,0,0,0,230
Empleado 3873,0.83,0.48,3,4,0,0,0,242
Empleado 3874,0.22,0.64,3,2,0,0,0,193
Empleado 3875,0.67,0.57,2,4,0,0,0,234
Empleado 3876,0.54,0.84,3,3,0,0,0,132
Empleado 3877,0.54,0.53,4,3,0,0,0,183
Empleado 3878,0.64,0.61,4,4,0,0,0,191
Empleado 3879,0.23,0.84,5,4,0,0,0,140
Empleado 3880,0.88,0.87,5,3,0,0,1,257
Empleado 3881,0.83,0.54,4,3,0,0,1,219
Empleado 3882,0.88,0.67,5,2,0,0,1,141
Empleado 3883,0.9,0.85,5,2,0,0,1,162
Empleado 3884,0.49,0.61,3,3,0,0,1,181
Empleado 3885,0.55,0.49,3,3,0,0,1,191
Empleado 3886,0.92,0.69,4,6,1,0,1,149
Empleado 3887,0.72,0.67,3,4,0,0,1,164
Empleado 3888,0.63,0.5,4,3,0,0,1,235
Empleado 3889,0.98,0.66,3,3,0,0,1,199
Empleado 3890,0.76,0.52,3,3,0,0,1,248
Empleado 3891,0.42,0.56,2,3,1,0,1,103
Empleado 3892,0.58,0.65,4,4,0,0,2,248
Empleado 3893,0.85,0.82,3,3,1,0,0,153
Empleado 3894,0.67,0.95,4,4,0,0,1,241
Empleado 3895,0.58,1,4,3,0,0,1,258
Empleado 3896,0.84,0.76,5,5,1,0,1,172
Empleado 3897,0.56,0.68,3,2,0,0,1,149
Empleado 3898,0.63,0.83,4,3,0,0,0,217
Empleado 3899,0.51,0.92,3,3,0,0,0,243
Empleado 3900,0.95,0.81,5,3,0,0,0,120
Empleado 3901,0.85,0.55,3,3,1,0,0,137
Empleado 3902,0.73,0.78,5,3,0,0,0,150
Empleado 3903,0.2,0.49,5,5,0,0,0,199
Empleado 3904,0.78,0.79,3,2,0,0,0,203
Empleado 3905,0.83,0.8,3,3,0,0,0,273
Empleado 3906,0.87,0.56,2,3,1,0,0,214
Empleado 3907,0.98,0.99,5,3,0,0,0,141
Empleado 3908,1,0.81,5,3,0,0,0,243
Empleado 3909,0.7,0.55,4,3,0,0,0,159
Empleado 3910,0.62,0.88,5,3,0,0,0,146
Empleado 3911,0.67,0.72,4,2,0,0,0,159
Empleado 3912,0.86,0.96,4,3,0,0,0,196
Empleado 3913,0.44,0.57,5,2,1,0,0,183
Empleado 3914,0.19,0.86,4,4,0,0,0,192
Empleado 3915,0.76,0.83,4,2,0,0,0,246
Empleado 3916,0.89,0.93,5,4,0,0,0,191
Empleado 3917,0.25,0.97,3,3,0,0,0,158
Empleado 3918,0.68,1,4,2,0,0,0,167
Empleado 3919,0.38,0.5,2,2,1,0,1,187
Empleado 3920,0.64,0.95,4,4,0,0,1,199
Empleado 3921,0.76,0.62,4,3,0,0,1,157
Empleado 3922,0.26,0.45,2,3,0,0,1,157
Empleado 3923,0.69,0.67,3,2,0,0,1,178
Empleado 3924,0.98,0.66,3,2,0,0,1,154
Empleado 3925,0.86,0.83,5,2,1,0,1,208
Empleado 3926,0.14,0.68,4,5,1,0,1,273
Empleado 3927,0.58,0.63,4,3,0,0,1,159
Empleado 3928,0.63,0.97,4,2,0,0,1,234
Empleado 3929,0.7,0.91,5,3,1,0,1,139
Empleado 3930,0.73,0.62,4,4,0,0,1,210
Empleado 3931,0.89,0.52,3,3,0,0,2,164
Empleado 3932,0.17,0.61,3,5,1,0,0,241
Empleado 3933,0.86,0.73,5,2,0,0,1,259
Empleado 3934,0.59,0.73,3,3,1,0,1,159
Empleado 3935,0.22,0.51,4,2,0,0,1,131
Empleado 3936,0.55,0.57,3,2,0,0,1,266
Empleado 3937,0.74,0.6,3,2,0,0,0,153
Empleado 3938,0.55,0.54,3,2,0,0,0,253
Empleado 3939,0.67,0.94,4,2,1,0,0,141
Empleado 3940,0.64,0.8,3,3,0,0,0,199
Empleado 3941,0.58,0.71,3,3,0,0,0,205
Empleado 3942,0.9,0.6,4,3,0,0,0,252
Empleado 3943,0.89,0.9,4,3,0,0,0,153
Empleado 3944,0.74,0.37,2,4,0,0,0,171
Empleado 3945,0.78,0.91,5,4,0,0,0,150
Empleado 3946,0.97,0.53,4,3,0,0,0,247
Empleado 3947,0.52,0.92,4,2,1,0,0,150
Empleado 3948,0.99,0.86,4,2,0,0,0,206
Empleado 3949,0.76,0.44,4,4,1,0,0,192
Empleado 3950,0.69,0.96,5,3,0,0,0,164
Empleado 3951,0.59,0.69,3,3,0,0,0,186
Empleado 3952,0.95,0.63,3,3,0,0,0,249
Empleado 3953,0.69,0.81,3,2,0,0,0,214
Empleado 3954,0.76,0.75,4,4,0,0,0,193
Empleado 3955,0.7,0.84,2,4,0,0,0,114
Empleado 3956,0.87,0.6,2,2,0,0,0,122
Empleado 3957,0.44,0.55,3,3,1,0,0,170
Empleado 3958,0.54,0.91,3,3,0,0,1,151
Empleado 3959,0.55,0.75,3,3,0,0,1,156
Empleado 3960,0.81,0.75,5,3,1,0,1,170
Empleado 3961,0.5,0.55,3,2,0,0,1,188
Empleado 3962,0.93,0.74,4,3,1,0,1,201
Empleado 3963,0.64,0.5,6,6,0,0,1,254
Empleado 3964,0.57,0.78,3,4,0,0,1,206
Empleado 3965,0.95,0.74,4,3,0,0,1,216
Empleado 3966,0.86,0.67,5,3,0,0,1,200
Empleado 3967,0.82,0.58,4,2,0,0,1,202
Empleado 3968,0.18,0.79,4,4,0,0,1,217
Empleado 3969,0.58,0.7,5,4,0,0,1,151
Empleado 3970,0.57,0.56,3,2,0,0,2,224
Empleado 3971,0.94,0.83,5,3,0,0,0,148
Empleado 3972,0.2,0.97,6,5,1,0,1,224
Empleado 3973,0.73,0.75,2,5,1,0,1,243
Empleado 3974,0.94,0.8,4,3,1,0,1,238
Empleado 3975,0.99,0.61,3,3,0,0,1,254
Empleado 3976,0.22,0.49,4,4,0,0,0,218
Empleado 3977,0.67,0.66,3,3,0,0,0,237
Empleado 3978,0.49,0.67,4,2,0,0,0,185
Empleado 3979,0.78,0.95,4,3,0,0,0,184
Empleado 3980,0.15,0.74,2,3,1,0,0,176
Empleado 3981,0.91,0.89,4,3,0,0,0,260
Empleado 3982,0.7,0.78,4,4,0,0,0,254
Empleado 3983,0.6,0.95,3,3,0,0,0,221
Empleado 3984,0.59,0.57,5,2,0,0,0,257
Empleado 3985,0.59,0.93,3,3,1,0,0,265
Empleado 3986,0.55,0.64,3,3,1,0,0,138
Empleado 3987,0.42,0.75,3,2,1,0,0,163
Empleado 3988,0.57,0.81,3,3,0,0,0,144
Empleado 3989,0.72,0.51,3,2,1,0,0,146
Empleado 3990,0.83,0.81,3,6,0,0,0,242
Empleado 3991,0.89,0.93,4,3,0,0,0,249
Empleado 3992,0.55,0.59,3,3,0,0,0,245
Empleado 3993,0.53,0.75,4,2,0,0,0,201
Empleado 3994,0.74,0.59,4,4,1,0,1,177
Empleado 3995,0.63,0.98,4,2,0,0,1,160
Empleado 3996,0.63,0.4,6,2,1,0,1,177
Empleado 3997,0.61,0.97,4,3,0,0,1,153
Empleado 3998,0.76,0.79,3,5,0,0,1,197
Empleado 3999,0.67,0.82,4,4,0,0,1,246
Empleado 4000,0.51,0.95,4,3,0,0,1,258
